word	expected_entropy	frequency
miaul	4.59677	0
sorbs	4.3561	42461
homer	5.04252	4281428
atlas	4.66556	12221120
wolfs	4.30746	86742
bibbs	3.04118	57588
harry	3.92623	33867934
haick	4.25174	0
nappa	2.82773	374107
unmew	3.99027	0
corns	5.28418	182185
slang	4.83024	1817718
osier	5.38659	53672
gaths	4.86918	0
fonda	4.25154	997617
pacer	5.04077	409457
tubed	4.57166	65659
budis	4.35707	0
civic	2.49658	10283668
irone	5.39203	0
bowes	4.82194	833637
budas	4.38326	0
seems	3.84195	55276661
civie	3.8176	0
sigla	4.87829	38984
vixen	3.85038	885674
lunes	5.24171	162527
boked	4.26647	0
stich	4.8591	146019
rhody	4.30064	56633
ichor	4.51227	22795
surra	4.42002	0
stoas	4.84886	0
chafe	4.64944	118832
chaff	3.37397	294863
amity	4.40112	540428
bothy	4.06258	59087
mossy	3.63235	470059
oidia	3.92942	0
libel	4.19618	866830
loose	4.87157	12556710
piety	4.60967	595389
velum	3.86678	21780
igged	3.828	0
yawls	4.38513	0
clart	5.22982	0
nobly	3.96053	118764
fixit	3.08865	118592
veles	4.27647	19096
veils	5.02352	655338
feuds	4.44289	158477
paved	4.38872	1914582
matin	4.80401	208467
howff	2.95001	0
barer	4.50656	86373
metes	4.73551	68419
pavin	4.10853	26441
bilks	4.25922	0
yrneh	4.72485	0
tipis	4.40002	32508
algid	4.47965	0
voxel	4.06588	232056
pepos	4.27003	0
gulfy	3.17209	0
pagle	4.84339	0
roric	4.23036	0
gompa	3.97072	39410
razoo	3.48202	0
sarks	4.35837	0
ample	4.73838	3187842
bunns	3.61019	0
saith	5.41409	1205270
speug	4.42551	0
garum	4.26692	0
mumms	2.81987	0
hedge	3.89916	4041429
sheel	4.82291	15825
norks	4.82703	0
garms	4.83475	0
ledes	4.69713	0
sheer	4.92402	6684477
leats	5.80689	0
leaps	5.29643	1070198
swans	4.16839	1063572
folie	4.93878	185419
shear	5.59694	2886210
quass	3.55202	0
swabs	3.72288	322684
ranks	4.84573	7222499
motus	4.90713	42057
riyal	4.56535	411050
icier	4.3789	0
toped	5.09731	35112
chemo	4.49904	536433
stand	5.17371	46292709
stane	5.78838	45697
joins	4.53599	5578553
scute	5.14417	17485
genro	4.89827	0
usher	4.88627	4948609
arsis	4.7609	24659
sieur	5.40733	61710
scudi	4.25237	0
geese	3.87283	1299115
freet	4.55146	14425
droke	4.85626	15401
trial	5.4101	56547673
prism	4.53441	2648058
proas	5.23644	0
scudo	4.35499	16902
scuts	4.13863	0
rigol	4.64074	0
yards	4.77398	14733347
popsy	3.50398	0
title	4.87576	196676017
flory	4.15171	140569
sklim	4.23381	0
rural	4.1633	30998929
hawse	5.04012	19238
psoae	5.18365	0
loath	5.24992	151677
pricy	4.07645	69288
okras	4.91626	0
cusps	3.55751	86926
wrest	5.23549	185267
sudor	4.86585	0
jaggs	3.30062	0
septa	5.28152	203819
malts	5.15812	174495
laked	4.73706	0
ethal	4.9798	0
buran	4.38015	53977
spuds	3.59205	101849
whiff	2.96499	246582
pusle	4.84222	0
slipe	5.28026	0
faddy	3.01682	0
beams	4.84433	3032813
khuds	4.02975	0
tupek	4.37805	0
sonly	4.72382	0
holly	3.64063	6834032
apert	5.30184	36425
hands	4.872	49087727
gamme	3.97665	116430
quern	4.16045	33075
hable	4.94018	59899
yorps	4.60057	0
sweat	5.26833	4551615
dahls	4.96544	0
sager	5.51588	511124
query	3.73937	31284313
idyll	3.24999	120651
tryps	4.61643	0
sadhu	4.62441	82833
vinic	3.15556	0
clips	4.64341	32846497
raced	5.18402	970447
zitis	3.80868	0
fatwa	3.35087	347937
renga	4.7798	46990
abies	5.31867	185002
lowan	4.50529	18303
embow	3.63241	0
vinal	4.31474	44098
totty	3.33359	90429
lower	5.06168	72606927
wifes	4.69214	563949
annal	3.33363	91257
meved	3.52087	0
molly	3.49271	4328076
zincy	3.22471	0
outdo	3.74586	146433
wring	4.10653	188579
bawrs	4.6498	0
jingo	3.53446	82827
knuts	4.44325	18383
tired	5.58704	11158233
orris	4.71491	86853
faena	4.02258	0
trats	5.12113	0
anent	4.63818	27966
gutty	3.20602	0
terai	5.58722	72849
masty	4.5236	0
parki	4.29512	18537
cruds	4.66836	0
bangs	4.41013	1154062
oorie	4.79059	0
reedy	3.94431	316918
atuas	4.47414	0
gourd	4.44633	502106
hosts	4.54189	12228736
crudy	3.91637	0
maare	4.70941	0
eagle	4.4167	16785232
flaws	4.38072	2856172
wools	4.17562	93608
draps	4.95982	16206
hauls	4.99033	154079
water	5.31894	215178488
skaws	3.65021	0
baels	5.31756	0
hauds	4.72193	0
flawy	3.55961	0
scags	4.03288	0
paler	5.24713	152772
pelas	5.24273	18360
twals	5.12985	0
nowts	4.88755	0
lairs	5.61827	72338
gwine	4.40769	25691
soils	4.82752	4789565
ganof	4.09293	0
heles	4.74442	0
wanky	3.51364	15993
ganch	4.28244	0
spawl	4.45123	0
diwan	4.25253	119704
zambo	3.33691	15316
yrapt	4.59341	0
kippa	3.16303	37691
ditts	4.49035	0
defis	4.76765	0
wussy	3.058	53062
dunno	3.54047	1917052
rohes	5.56871	0
napas	4.15463	0
clash	4.85568	3531117
sidhe	5.1999	114733
kesar	5.07062	22533
jirre	4.04878	0
toran	5.45636	29885
indew	4.37757	0
kabar	3.56847	59750
claws	4.68124	1260902
poult	4.68187	31205
anime	5.03869	31334688
class	4.42864	191087771
zills	3.64905	0
hiems	5.05401	0
tools	4.87625	185555874
nerts	5.57256	0
octad	4.64975	0
caber	5.01527	45575
preed	4.36131	0
manta	4.01303	550732
fract	4.76913	36618
avian	3.67431	2877167
mekka	3.44532	31541
gigot	3.94221	39052
tofus	4.77553	0
rutin	4.84984	63936
duded	3.14356	0
loopy	3.44534	263368
ricin	3.94036	181022
kulak	3.34092	34328
skene	4.3482	99110
payor	4.4265	273084
curst	4.96461	13364
pseud	4.41658	60056
lasso	4.50669	573529
jutes	4.6619	14287
manty	4.34202	0
tamis	5.292	0
cylix	3.35095	0
sophs	4.13146	0
appay	2.47441	0
leman	4.80787	147542
opter	5.08444	0
hajji	3.04243	34398
tulsi	4.92074	73125
quate	4.56965	70774
taggy	3.57743	0
winge	4.40041	28795
jougs	3.8707	0
winch	4.04662	1016374
pulmo	3.9296	26689
paddy	3.20523	1668962
dulse	4.92807	32611
monte	5.23429	6411384
revie	4.22248	78263
forts	5.13327	737169
ketol	4.73381	0
fouat	4.50911	0
pules	4.99627	0
kenaf	4.12726	46083
ginge	3.99747	15812
hulas	4.84079	0
ginch	4.09199	33850
lifes	5.11968	458659
cleft	4.55638	787981
wiels	5.19807	0
amahs	4.08996	0
drole	5.36957	24936
thymi	3.93859	0
besti	4.90759	0
probs	4.64877	543256
mixup	3.18678	64397
posey	4.74784	499031
cuppa	3.23147	155780
ridge	4.87247	15993437
psora	4.8767	0
poppy	2.40893	1805254
kiers	5.20279	0
basho	4.5057	137891
xenia	4.31164	353193
aspic	4.38111	54553
enarm	4.88507	0
doura	4.76258	0
mauls	4.87087	44665
scows	3.87744	0
horse	5.54975	58453720
nidal	4.68319	72762
gussy	3.12715	0
pawls	4.5721	0
sowps	3.80197	0
malus	4.76887	123958
ruffe	3.67983	27023
laten	5.44754	64096
spoke	4.71046	11577917
malas	4.2844	103306
horst	5.34148	775209
asdic	4.55161	0
snebs	4.23031	0
lehua	4.73912	22750
unlid	4.29165	0
xebec	3.08571	18700
skiey	4.62738	0
tangs	5.10843	47230
slues	4.70472	0
loamy	4.4055	138014
roven	4.86213	16464
place	4.93531	220970235
young	3.76009	136341684
washy	4.03547	108651
cowps	4.2724	0
slogs	4.27093	0
tryma	4.43587	0
cozey	3.90076	12838
lanky	3.94438	146488
rosts	4.87416	0
weave	3.81277	1965230
expos	4.11872	1056760
holey	4.76115	85208
shiur	5.05834	69743
frosh	4.68988	248077
bully	2.88715	1532418
capul	4.29292	0
odist	5.0835	0
clime	4.79639	63515
hippo	3.53873	1146063
rheme	4.28609	0
oxter	4.6659	0
deeps	4.2711	89493
buffy	2.15493	4519674
rojis	4.66514	0
gerne	4.37995	105865
smoko	3.56134	0
stere	5.14479	14790
camps	4.4676	11712039
limit	4.07383	38290292
choky	3.70913	13245
acrid	4.80485	104638
nikab	3.87795	0
ctene	4.56374	0
tonks	4.93558	149678
nikah	4.27536	27512
objet	4.14082	405664
mayor	4.44852	15030847
fitts	4.15473	123463
gilds	4.62208	15396
mesel	4.46105	0
bento	4.80212	215039
hosed	5.19742	198644
viewy	3.70263	0
janty	3.82315	0
magic	4.07151	36676771
eevns	4.00123	0
subah	4.4125	0
crook	3.70915	1067661
croci	4.09004	19604
taiga	4.22786	209181
uplay	3.80233	0
taish	5.40135	0
scapi	4.53663	0
senza	4.52377	476965
quoth	3.94892	282770
sewel	4.47372	28078
fiest	5.08313	0
crogs	4.92111	0
crocs	4.5036	260943
tilts	4.75104	245809
sewer	4.59711	5008805
oncer	4.94417	0
skats	4.33087	0
crimp	4.15904	640746
hosey	4.89101	34108
harts	5.48822	131060
crims	4.85495	44647
rayon	4.55456	934490
lalls	3.8335	0
rhone	5.29686	727024
wolly	3.31598	17600
darbs	4.85061	0
slate	5.90671	3813904
stumm	3.75561	39724
swies	4.58271	0
quins	4.07876	68394
corps	4.95681	12150135
dunsh	4.33612	0
doggy	3.07987	1048362
daisy	4.625	5124326
shalt	5.39527	1854326
nonny	2.82205	47498
rioja	4.27859	337348
khats	4.87498	0
erupt	4.74098	300083
piert	5.29358	0
rexes	4.21131	0
eosin	5.16338	81179
glans	4.94158	127535
bravi	4.09464	0
dingy	3.66295	255349
huers	5.20231	0
glazy	3.32865	0
fired	4.82248	8031937
arras	4.08593	163483
asura	4.12922	54205
small	4.17796	208371878
bravo	4.21096	2772503
naggy	3.15245	0
cepes	4.37849	0
naams	4.17464	0
obeys	4.45175	242408
gulph	3.72683	20956
flesh	4.62154	6768724
looey	4.23868	0
succi	3.71438	13224
befog	3.74586	0
fains	4.8721	0
faint	4.74122	2565744
waxen	4.14108	31767
pocky	3.38694	98692
bleep	3.85566	397961
balmy	3.73092	210906
gulpy	3.31032	0
lasts	4.78237	2678667
grand	4.66369	56599468
facts	4.77443	36041603
teaze	4.28024	17751
graff	3.47272	466226
fichu	3.60785	0
devis	4.70287	66835
sarin	5.44037	270347
saunt	5.26348	32211
warks	4.58286	49780
waide	4.92088	24095
heald	5.03896	305244
kaury	4.02675	0
tians	5.6234	13582
padis	4.91826	0
epact	4.85566	52857
cezve	2.90779	0
peats	5.50072	35728
peals	5.37825	78085
galah	3.86735	17753
forel	5.06557	56728
coded	4.26218	4330278
lytic	4.20143	173474
monic	4.37267	85571
ulzie	4.19872	0
heats	5.60174	1105492
kains	4.85936	0
truck	4.29515	32136249
monad	4.58512	238651
ebbed	2.99393	51173
roids	5.2898	47575
resee	4.23173	0
kiths	4.60682	0
smeke	4.05585	0
cacti	4.08768	478989
oints	5.33879	23880
ghees	4.51023	0
iotas	5.45565	0
dulls	3.93043	36301
goary	4.60836	0
coapt	4.9064	0
boofy	2.81582	0
phyla	3.93618	91181
triol	5.37258	0
dully	3.09719	66436
skunk	3.38162	937406
fayer	4.56947	17406
uraos	5.31217	0
based	4.96131	252405204
fasci	4.35624	0
gusle	4.83557	0
stats	4.10658	33096627
trigo	4.95808	45704
idiom	3.47668	554390
gusli	4.30677	0
reply	4.34134	184777992
sypes	4.0054	0
bluds	4.21166	0
blite	5.07292	0
dicey	4.36517	161963
baser	5.274	62041
scrat	5.36663	34413
kypes	4.12466	0
aspro	4.79127	70422
muzak	3.04589	161682
twoer	5.28951	0
pewit	4.63259	0
attap	3.31815	73826
blips	4.45931	93096
sprug	4.25724	0
marly	4.425	134004
duels	5.02311	212809
sonne	4.85903	372095
bagel	4.66267	792721
juror	3.32147	837876
greed	4.33338	1997460
piths	4.79144	0
cotta	4.34668	509908
slurp	4.62681	495920
blitz	3.81945	2476009
ruler	4.36096	2615554
vraic	4.43752	0
maims	4.29105	13394
early	4.86075	100013194
patly	4.37989	0
beget	4.01653	119815
ollie	4.516	855837
gowks	3.97362	0
lisle	4.81468	643841
lends	5.07224	1069614
inust	4.82894	0
nomic	4.29789	374700
nomad	4.5002	1422041
rogue	4.91976	4576302
lives	5.05429	42750046
spifs	3.63224	0
bosie	5.11547	0
brond	4.51031	0
hocks	4.33963	71483
vomer	4.6103	0
cline	5.00925	1061564
cobza	3.52824	0
axman	2.98271	0
emerg	3.82643	349219
bruts	4.82757	0
sagos	4.36434	0
uncos	4.4774	0
cliff	3.27392	5898886
divis	3.7013	56674
vizor	3.69128	0
glits	5.07366	0
cameo	4.93566	1517437
antae	4.73876	0
liard	5.12915	43929
seams	4.65065	1323885
rizas	4.57825	0
roguy	4.02547	0
clift	4.39418	273901
chivy	3.58528	0
tuart	4.60485	15258
ember	3.79621	488846
fetid	4.66785	75712
artis	5.64337	394835
fated	4.88107	427996
newbs	4.33755	68637
zines	4.69586	1006514
jeton	4.38873	17064
racks	4.67432	7436380
embay	3.74903	0
gilas	4.98525	0
baned	4.79899	0
annoy	3.57283	1497815
knurr	3.45162	0
crunk	4.01627	303067
outby	3.79323	0
bitou	4.33988	0
writs	5.17019	260366
tzars	4.93889	0
binal	4.51223	14312
trabs	5.31734	0
large	5.25346	165863763
paoli	4.71364	352581
fancy	3.77787	8777135
eliad	5.00407	24261
rugae	4.87695	0
sorel	5.79938	385306
numen	3.74182	18324
courb	4.3239	0
eigne	4.12456	0
yeans	5.09042	0
paolo	4.13908	2174306
sorus	4.58368	0
apiol	4.63395	0
setup	4.92724	23534848
solon	4.3626	527040
taits	5.04674	0
atomy	4.40416	0
herms	5.08422	29538
notum	4.42625	32996
pains	5.06265	2717960
invar	4.41032	45261
paint	4.9452	21926890
stuff	3.54205	81444510
senor	5.45479	352047
keyed	3.36676	795167
eider	4.53497	128336
sangs	4.18919	0
owlet	4.94666	43168
jowls	4.04832	30028
strag	5.16117	0
goofs	3.71408	594965
sturt	4.47945	284766
hecht	3.99847	465975
zobus	3.73675	0
jones	4.82675	39297134
pouff	2.98526	0
touts	4.61939	473474
wigan	4.08469	1670281
loord	4.3285	0
yoghs	4.19602	0
glass	4.30096	63559754
gigue	3.91503	39029
bobac	3.52564	0
toons	4.80461	3318074
modii	3.66372	0
prese	4.65431	47337
pores	5.55986	777460
gippy	2.80509	0
curia	4.70051	203518
pools	4.32976	6977605
aizle	4.73068	0
poods	4.03492	0
wuddy	2.59485	0
throe	5.49651	0
modus	4.53546	592874
trems	5.42841	0
point	4.92309	175527859
suint	5.09897	0
felts	5.04443	185685
thuds	4.66417	22613
fills	3.98017	2630389
biogs	4.53104	37080
vrous	4.64002	0
photo	3.91626	227125249
duars	5.08724	0
yclad	3.95462	0
bacon	4.26385	5385205
copra	4.74532	95887
fungo	3.59718	41280
padre	5.19268	1132184
tease	5.27409	2019275
crame	5.20137	0
salle	5.03473	1426680
eldin	4.73754	28334
tuxes	4.7831	140219
craig	4.7244	13480763
ladle	4.58387	372653
hokas	4.73054	0
funky	2.95718	5587279
demon	4.48785	4602331
bunas	4.49729	0
rawin	4.63167	0
etats	4.97142	337234
rybat	4.28407	0
purin	4.43728	20468
imshy	3.8492	0
rakia	3.86483	0
kheth	3.84724	0
saist	4.93593	0
gaumy	3.6596	0
prune	4.79793	688443
uhuru	2.98439	169967
hilch	3.81402	0
toyon	3.85712	16413
trove	5.21151	702353
tronc	5.11069	14181
trull	4.30694	35795
khets	4.94163	0
motts	4.48502	21248
leaky	4.34288	650957
kench	4.05372	0
boost	4.22792	13675076
cense	4.50542	33401
losed	5.37315	0
staid	5.26473	194345
ketas	5.23026	0
truly	4.53605	21693553
booky	2.82861	0
kenos	4.80671	18513
cinch	3.70361	427247
tomos	4.44837	68188
redye	3.98951	0
loses	5.00328	3942953
logia	4.60826	23477
onned	4.16027	0
japan	3.00503	81110725
japer	4.46248	0
ouphs	4.38506	0
festy	4.41433	0
gibel	4.59228	0
mirin	3.95747	32938
ender	4.27887	568591
cibol	4.31456	0
nulla	3.75861	263140
doona	4.09374	43477
reals	5.72837	774273
sonse	4.85565	0
ileac	4.92081	0
horal	5.14651	0
miche	4.55033	51922
jedis	4.5157	17904
kvell	3.24447	0
ileum	4.50175	178356
dazes	4.71601	0
doorn	4.23842	51985
gotch	4.42506	52814
spoil	4.93796	1419320
pinot	4.73195	1481847
pings	4.36492	1259320
bedes	4.27168	18687
orbit	4.84951	5389062
kaval	3.1786	0
conga	4.40215	312319
songs	4.17242	49272598
fovea	4.29964	71302
thack	4.36835	0
tabun	4.46348	25447
nuffs	3.32057	0
yukky	1.73442	20614
above	4.31235	141894620
hangs	4.7167	2287111
doits	5.37692	0
deere	4.02373	2113985
gloom	3.48215	878018
peels	4.60139	447468
taber	5.39058	342966
gloop	3.44423	25416
lusus	3.3222	0
ology	3.30613	159238
roper	4.46424	959126
swelt	5.18465	0
bruin	4.347	455296
kapow	3.66823	53849
husos	4.01055	0
debag	4.20247	0
bruit	4.6279	69936
kirri	2.99295	0
hissy	3.69553	87568
cohen	4.96909	6665722
amble	4.60201	141586
stele	5.06645	76134
vails	4.95102	29331
towts	4.39321	0
jewie	3.43869	0
rewin	4.74741	0
debes	4.23554	38385
sills	3.84768	397916
wroke	4.63601	0
rainy	4.67562	2469088
kerry	3.55234	14514771
moods	4.05978	1437510
mocha	4.29172	933522
jazzy	1.84324	849457
agila	3.88302	64661
grume	4.49423	0
upran	4.41913	0
wicky	3.17147	19391
crush	4.60993	3576348
parra	3.41674	283456
jinns	3.54082	21569
elope	4.24118	74984
yappy	2.36667	17161
gutsy	4.08305	213692
poeps	4.45912	0
jakes	4.41719	307048
missy	3.513	1925451
dosed	4.56654	197560
fable	4.55889	1678751
neems	4.35959	0
epris	5.13406	0
yages	4.89118	0
heugh	3.55673	0
flank	3.94656	910609
drawl	4.56239	112289
wanze	4.11242	0
mimes	4.49135	83183
peise	4.61281	0
gybed	3.74048	0
tarty	4.31793	33708
allel	3.89441	39827
rumpy	3.45595	0
olpae	4.98732	0
waked	4.31976	92803
kybos	3.62523	0
ungod	3.85563	0
elint	5.16219	21266
corni	4.88421	0
jumpy	2.48687	168187
rudes	5.15778	0
allay	2.95689	203474
solds	4.40672	0
sooey	4.45017	0
bowed	4.33856	915747
bowie	4.55942	3287191
shave	5.01875	2580057
vasal	3.8564	0
slane	5.6705	95822
aigas	4.27773	0
muirs	4.866	0
urine	5.10382	4903932
colts	5.2572	2092808
unaus	4.14551	0
dogey	4.36522	0
kevel	3.49536	0
colds	4.8748	1175947
stoep	5.35366	0
louma	4.42293	0
aulas	4.31074	22980
chard	4.84166	459373
glade	4.91136	1168016
decks	4.38482	4131188
nerka	4.71186	22040
eruvs	4.63063	0
dunam	4.0678	0
rerig	4.23723	0
loued	4.97171	0
kivas	4.24903	0
jokes	4.35113	14622894
chank	4.19388	14570
tuber	4.91459	243798
pubco	3.62256	0
wudus	3.43568	0
kimbo	3.57072	95544
kurre	3.97907	0
momes	4.5599	0
clans	5.10202	1570521
irony	4.57185	2212193
porns	5.14266	301027
wides	5.01401	49358
arroz	3.64963	110715
clary	4.51057	292452
curve	4.39379	11071177
frabs	4.58042	0
lyase	5.13192	317653
brads	4.87392	332940
polls	4.28513	20694349
pasta	4.23257	5855460
minke	4.43424	123023
reins	5.5173	747535
arils	5.56045	0
orpin	4.61765	0
fleme	3.79659	0
polly	3.46605	2268880
belch	4.33082	115135
butte	3.99798	2505600
kedgy	3.47563	0
matey	4.81092	104596
fleur	4.56175	1056974
until	4.6173	113090086
rykes	4.56185	0
atmos	5.06053	488481
graph	4.40204	15526746
sauts	4.68396	0
salue	5.47302	0
hongs	4.68137	0
donas	5.15464	22823
soave	5.24838	54998
sojus	3.59049	0
razor	3.65675	3451657
zatis	4.73186	0
alack	3.56057	38913
grads	4.97371	836760
winze	3.96988	0
karst	5.11819	381676
dempt	4.34286	0
waifs	4.48868	62596
sales	5.08998	173244220
rubby	2.82759	0
sheal	5.37164	0
doers	5.61489	263783
sheep	4.48077	8962638
sleep	4.58451	29491537
odeon	4.01044	452374
muggs	3.34914	81479
voips	4.46625	0
image	4.63162	197874283
spear	5.34838	2942538
noobs	3.96731	131979
kales	5.22439	26636
forks	4.43509	3592612
winns	3.94144	46583
arsed	5.5545	125628
hullo	3.74166	78656
educe	3.76445	0
leady	4.63811	0
bayed	4.33532	14407
staff	3.98529	151553180
bolos	4.05378	31187
loped	4.90281	22120
kents	4.97847	70570
smeek	4.04728	0
cleat	5.21351	371970
droob	3.66268	0
mirza	3.92774	425445
starn	5.47406	18604
argue	4.94118	8353605
ayont	4.72826	0
kinds	4.36572	34482138
scrog	4.65758	0
educt	4.40175	0
marra	3.42905	173885
skulk	3.48357	24018
topis	5.26138	0
scull	3.85852	174118
adown	4.21058	15167
utter	4.53573	2096533
drums	4.51494	8560748
drook	3.67299	0
tyers	5.29401	101811
bayes	4.79135	569591
dicks	4.20408	9280692
loper	5.19494	85037
bason	4.61603	25169
lazzi	3.13439	0
tithe	4.58748	359291
sowse	4.47475	0
sputa	4.73475	0
anger	5.0555	7991036
tizzy	2.88438	70708
jammy	2.48997	117557
lawin	4.50149	0
dyers	4.88337	89927
kneed	3.80591	71162
gymps	3.45799	0
ethic	4.63689	1333320
jural	4.10232	0
muted	4.64611	693571
today	4.64636	239271204
bimas	4.57177	0
mells	4.38074	0
sudsy	3.44222	39819
taken	5.08408	87019836
upbow	3.22349	0
dewan	4.50715	170178
bulge	4.13608	881613
khoja	3.52952	15416
awake	3.81483	3230337
dewar	4.81501	454917
holts	5.22639	77400
tikas	5.07026	0
byres	4.77577	23946
hoick	4.23417	0
slide	5.41552	22339084
deked	3.05462	0
sweed	4.29773	13739
amnia	3.73081	0
cowks	4.10197	0
glode	4.79189	0
pandy	3.93243	53890
creep	4.27316	1811981
crems	5.06959	0
macaw	3.26748	261749
sadhe	5.34784	0
gliff	3.1404	0
leeks	4.32886	249429
smorg	4.68757	0
pujah	3.4728	0
haems	5.18698	0
siled	5.43134	0
nomos	4.06783	93498
zinke	3.87351	13668
frill	3.88816	99652
piani	3.87813	45176
idyls	4.31845	0
saags	3.59878	0
tonne	4.85619	931552
dimps	4.30386	0
piano	4.63541	19419956
siler	5.66415	201368
brins	4.89396	0
ceorl	5.30494	0
dimly	3.92585	342692
stems	4.50102	3336905
ambit	4.35559	247267
arnut	5.00973	0
batik	4.32103	648561
rings	4.75205	28827859
veney	3.41969	0
mavin	4.07734	18985
yurta	4.51004	0
fanum	3.82517	0
evets	4.22396	0
mamba	2.53495	173027
mesto	5.13953	108317
ovine	4.53842	146663
mists	4.32366	452867
grunt	4.52943	616546
veery	3.61616	32100
fenis	4.8969	0
terek	4.57959	26030
pelma	4.49754	0
palea	4.33459	32558
arefy	4.49094	0
xerox	3.61855	6022102
cunts	4.79625	1308527
derma	4.80204	278422
flawn	3.95606	0
midge	4.45583	308737
teras	5.97788	21504
bahus	4.44546	0
nugae	4.61641	0
tutti	3.32084	1025839
roted	5.47459	0
blays	4.35143	0
saned	5.48747	0
busks	3.12642	0
gazon	3.74005	26247
pilus	4.66682	50783
thegn	4.70425	0
gazoo	3.02207	0
flaky	3.51785	442666
murrs	4.05844	0
kazis	4.0333	0
skags	3.74903	0
teins	5.69325	57999
thews	4.98329	0
peony	4.38237	416831
woody	3.13835	4355633
halal	3.38062	376059
deres	4.87986	49777
derat	5.447	0
kaneh	4.74268	0
ravin	4.52596	121953
haler	5.4314	0
gormy	4.03825	0
hails	5.35132	590036
caned	5.05589	107189
gates	5.55906	10734618
kolas	4.87543	0
geyan	4.25764	0
geyer	3.90099	241654
tooth	3.69118	5551049
shaky	4.22712	766843
erica	5.0767	2307054
tymps	4.068	0
glams	4.66084	0
reoil	5.38067	0
lorel	4.88363	15251
jauks	3.8218	0
frags	4.66192	167627
loury	4.45723	21894
peyse	3.92598	0
barbe	4.39574	111899
poofs	3.72916	26506
farts	5.15866	325011
quyte	3.77609	0
baisa	4.09893	0
barro	4.13066	145814
tiyin	3.83381	0
gyral	4.23486	0
preen	4.43175	73524
reffo	3.80594	0
birrs	4.29322	0
loche	4.96803	16196
optic	4.4014	4558869
butyl	3.70278	770092
jiffs	2.92861	0
rungs	4.46337	173503
rhyne	4.67733	153532
tamin	4.87137	0
jiffy	2.0853	475865
women	4.51768	242520455
junks	3.44912	54989
weise	4.50806	183705
bicep	4.28197	162754
knack	3.2864	616898
padle	4.99449	0
lemes	4.5851	0
knags	4.29988	0
usque	3.27023	42348
ajwan	2.80917	0
whelp	4.22235	70407
whets	4.99668	27039
selfs	4.18599	33812
alaps	4.26135	0
urvas	4.64283	0
gaucy	3.83982	0
fubar	3.97339	171893
soaks	4.34505	165469
quats	4.4627	0
visne	4.81524	0
puler	4.79672	0
sacks	3.89126	1808394
direr	4.59374	0
idola	4.59585	0
dures	5.25337	155000
trode	5.56032	47157
zests	3.98419	0
duras	5.03141	98445
coast	5.4393	47716394
rivas	4.85653	307895
rejig	4.09513	0
repos	5.19528	330574
fluyt	3.72763	0
toman	4.92723	75616
gings	3.85469	29873
mohrs	4.98618	0
feyly	3.21598	0
cines	5.33256	31971
mixer	4.3621	5558245
stagy	4.53968	0
sowle	5.23216	12787
geeps	4.12813	0
lomas	5.09813	297206
melee	3.67278	1034523
twire	5.29584	0
maror	4.27739	0
poach	4.57418	73747
waved	4.26374	867023
pitch	4.39601	9800556
angry	4.15699	9267505
meith	4.94654	0
dykey	3.05212	0
hoxes	4.75865	0
paned	4.92489	67297
tates	5.27797	170224
lense	4.71072	416227
beare	4.61782	118875
aspis	4.14539	0
cuppy	2.6379	0
yacht	4.23029	5932756
slosh	4.42152	51634
sapid	4.87465	17521
airer	4.95663	36215
malmy	3.35409	0
fiats	5.10956	0
doris	5.31861	2132988
dores	5.6453	51709
panes	5.3754	441440
wavey	3.95489	46745
spied	5.12699	294373
ruffs	3.54687	35928
roshi	4.92119	92425
cozes	4.69063	0
heeze	3.00287	0
oasts	4.79129	0
dolos	4.27436	0
ghoul	4.30902	247064
shiel	5.54542	82165
brush	4.38865	10018684
cuddy	2.87072	218200
kapus	4.26067	0
lahar	4.35933	33707
mould	4.2979	1479845
chimb	3.84756	0
kaput	4.13089	75678
unlay	4.03935	0
gonks	4.34588	0
choom	3.59151	0
frown	4.11571	742356
diyas	4.60767	22839
chief	4.5655	45699591
yores	5.34732	0
valor	4.66446	1193133
aguna	3.39559	0
limen	4.90601	0
campo	4.1712	1243547
otter	4.72615	1662335
ottar	4.57619	24341
naras	4.68793	17161
gerbe	3.99441	50674
squiz	3.23285	13110
chiao	4.66628	171626
acred	5.18192	0
retro	4.75877	8000179
giust	4.71182	0
uveal	4.34561	37574
dimes	5.07388	788616
willy	3.24177	2273954
fitte	4.27821	0
lotah	5.09658	0
moobs	3.7944	0
agrin	4.66973	23924
kuzus	2.6488	0
cadis	5.0583	0
fezzy	2.2423	0
cadet	5.26823	1717624
mesic	4.70103	131840
lotes	5.82687	0
gills	4.16159	400858
mased	5.09764	0
rinds	4.97333	75276
niece	4.43755	1151039
sorta	5.63345	855998
magma	2.65414	992528
leuch	4.56103	0
sewed	4.28214	175012
grike	4.63689	0
faker	4.54884	62739
tilde	5.32506	344748
kubie	4.08863	0
crime	4.98123	40361756
ahind	4.77718	0
sawah	4.02699	0
bendy	3.88735	92458
crost	5.34781	0
emule	3.89224	1826567
sordo	4.43384	13913
party	4.5991	144707500
asker	5.02878	948596
sakia	4.05261	0
jujus	2.30261	0
quiff	2.37928	0
aimer	5.2697	96862
laich	4.8258	0
wived	4.12063	0
unsaw	4.1785	0
puton	4.38572	0
domes	5.13463	676815
jumby	2.39527	21158
wands	4.60347	658592
hogan	4.48896	2600534
madly	4.06315	545418
wharf	4.1961	2226856
